Class,Opal_520,Opal_570,Opal_620,Opal_690,Distance
520:570:620:690,0.5042,0.0174,0.1425,0.0265,1040.0852
520:690,0.1843,0.0043,0.0041,0.0241,1181.9452
520,0.2225,0.0007,0.002,0.0176,1361.5439
520,0.1821,0.0005,0.0011,0.0087,1350.7263
520:620,0.7415,0.002,0.0454,0.0044,1113.6781
520:690,0.3382,0.0011,0.0168,0.0297,1359.172
520:570:690,0.3534,0.0393,0.0052,0.0343,1003.9094
520:620:690,0.1892,0.0011,0.0631,0.0234,1308.5569
520,0.2506,0.0012,0.0011,0.0223,1415.8773
520:570:690,0.4354,0.0358,0.0035,0.0395,1296.385
520,0.4481,0.0003,0.0188,0.0025,1043.7089
520,0.2772,0.0001,0.006,0.0058,1188.4858
520,0.3527,0.0003,0.01,0.0013,1031.5837
520:620,1.1462,0.0002,0.064,0.0051,1132.6293
520:570:690,0.2746,0.0313,0.0024,0.0313,1289.8173
520:570:690,0.5257,0.0734,0.0057,0.0443,1281.6346
520:570:690,0.537,0.0114,0.0023,0.0236,1277.2776
520:570:690,0.2933,0.007,0.0312,0.0245,1292.4294
520:620,0.2273,0.0018,0.1429,0.0204,1281.668
520:570,0.2014,0.0062,0.0014,0.0122,1302.2633
520:690,0.2374,0.0007,0.0019,0.0391,1301.0026
520:690,0.1807,0.0002,0.0039,0.0623,5651.5718
520:690,0.2696,0.0016,0.0028,0.0233,5670.7935
520:690,0.2865,0.001,0.0049,0.1759,5650.4966
520:570:690,0.1735,0.0242,0.004,0.0493,5659.0498
520:620,1.448,0,0.1567,0.0084,5662.2266
520:690,0.5086,0.0022,0.0028,0.0397,5635.4858
520:690,0.6251,0.0017,0.0377,0.0403,5621.4336
520:690,0.3263,0.0006,0.0051,0.0361,5615.2734
520:690,0.312,0.0001,0.0036,0.0263,5609.043
520:570:690,0.2153,0.0232,0.0056,0.1043,5572.6885
520:570:690,0.2754,0.0112,0.0057,0.0445,5567.8115
520:690,0.2132,0.0052,0.0052,0.0713,5558.1372
520:570:690,0.4781,0.0319,0.0123,0.1206,5555.645
520:620:690,0.3773,0.0016,0.0426,0.1015,5545.6299
520:620:690,0.5566,0.0009,0.042,0.1144,5545.6372
520,0.1756,0.0001,0.0302,0.0189,5555.8486
520:620,1.0807,0.0016,0.0585,0.0188,5549.02
520:690,0.2785,0.0007,0.0176,0.0401,5539.4424
520:620:690,0.186,0.0003,0.1189,0.0304,5521.3521
520:690,0.1685,0.0043,0.0042,0.0292,5532.5361
520:690,0.3923,0.0002,0.0035,0.0405,5526.1348
520:570:690,0.2799,0.0085,0.0038,0.0369,5507.7192
520:690,0.1926,0.0039,0.0044,0.0603,5470.0586
520:690,0.5541,0,0.0024,0.0362,5446.1387
520,0.369,0.0005,0.0028,0.0223,5434.103
520:690,0.2676,0.0017,0.0043,0.0588,5416.1069
520:620:690,1.3511,0.0009,0.093,0.0235,5419.6973
520:690,0.2857,0.0035,0.0039,0.059,5394.7529
520:690,0.6207,0.0017,0.0031,0.0469,5385.2349
520:570:690,0.1513,0.0095,0.0035,0.0407,5374.6138
520:690,0.2018,0.0014,0.007,0.0338,5341.9351
520,0.3329,0.0009,0.0263,0.0156,5327.2188
520:620,1.3823,0.0002,0.1903,0.0222,5319.8589
520,0.4708,0.0002,0.0328,0.0171,5317.4702
520:690,0.4266,0.0001,0.003,0.0421,5302.4404
520:620,0.7406,0.0002,0.0414,0.014,5302.4482
520:620:690,0.2151,0.0012,0.0618,0.0425,5268.479
520:620:690,0.159,0.0006,0.1667,0.0305,5261.3481
520,0.1517,0.0001,0.0025,0.019,5226.5527
520:690,0.3978,0.0004,0.0018,0.0898,5228.002
520:570:690,0.1727,0.0118,0.0024,0.0242,5250.5283
520:690,0.2359,0,0.0033,0.057,5219.7676
520:690,0.1697,0.0001,0.0032,0.0258,5184.021
520:570:690,0.2019,0.0106,0.0033,0.0709,5197.8623
520:690,0.237,0,0.0038,0.0281,5185.5601
520:690,0.1492,0.0028,0.004,0.0352,5174.8442
520:690,0.4393,0,0.0034,0.0381,5170.2505
520,0.2599,0,0.0076,0.0152,5153.7466
520:570:620,0.7659,0.0159,0.0698,0.0156,5143.542
520:690,0.1988,0.003,0.0029,0.0244,5165.4155
520,0.3433,0,0.0124,0.0139,5145.127
520:620:690,0.1836,0.0002,0.0931,0.0282,5153.627
520:690,0.2555,0.003,0.0047,0.0319,5135.1855
520:690,0.3251,0.0005,0.0031,0.0304,5147.4761
520:690,0.3085,0.0003,0.0037,0.0552,5144.6299
520:690,0.1621,0.0001,0.003,0.0368,5140.4761
520:690,0.3051,0,0.0066,0.0399,5131.0869
520:690,0.1528,0.0003,0.003,0.0322,5090.3198
520:690,0.2733,0.0004,0.0026,0.0696,5097.6929
520,0.2953,0.0001,0.0021,0.0181,5079.8145
520:690,0.7163,0.0042,0.0026,0.1126,5085.7822
520:690,0.201,0.0016,0.003,0.0582,5091.4536
520:690,0.3713,0.0023,0.0023,0.0396,5068.4897
520:570:690,0.352,0.0399,0.0055,0.0604,5048.7031
520:620,1.1051,0,0.117,0.0171,5054.3926
520:690,0.3824,0.0029,0.0041,0.0516,5042.8828
520:690,0.2157,0.0008,0.0067,0.1197,5010.6362
520:690,0.1795,0.0038,0.0035,0.0503,5026.3286
520:690,0.3537,0.0011,0.006,0.1703,5005.7993
520,0.224,0,0.0021,0.0224,5013.3271
520:690,0.4885,0,0.0023,0.0365,5012.3618
520:690,0.4861,0.0031,0.0029,0.044,4999.9648
520:570:690,0.3065,0.0153,0.0039,0.0568,4996.9595
520:690,0.8721,0.0008,0.0022,0.0324,4975.311
520:690,0.2941,0.0048,0.0022,0.042,4965.5688
520,0.3837,0.0003,0.0149,0.0206,4953.9097
520:690,0.5469,0.0001,0.0024,0.0393,4948.7544
520:690,0.7899,0.0008,0.0034,0.0721,4943.7666
520:690,0.407,0.0025,0.0033,0.0827,4934.791
520:570:690,0.4094,0.0301,0.0019,0.0367,4939.2085
520:690,0.2765,0.0007,0.002,0.0268,4930.5981
520:690,0.5931,0.0006,0.0027,0.0443,4916.8091
520:690,0.5054,0.0004,0.0042,0.05,4912.6973
520:690,0.1584,0,0.0069,0.0358,4911.2959
520:690,0.3369,0.001,0.0045,0.0482,4918.4536
520:570:690,0.6966,0.0157,0.0035,0.1205,4903.208
520:690,0.6206,0.0011,0.0028,0.1405,4896.687
520:690,0.7187,0.0034,0.0015,0.0959,4892.0361
520:690,1.0909,0.0001,0.0024,0.0575,4882.2935
520:690,0.2168,0,0.002,0.0516,4890.2485
520:690,0.6583,0,0.0028,0.0297,4880.3105
520:620:690,0.241,0.0006,0.2802,0.0296,4870.6792
520:690,0.6012,0.0004,0.002,0.0363,4857.4434
520:690,0.5065,0,0.0019,0.0253,4842.1299
520,0.2342,0.0001,0.0022,0.0183,4832.3335
520:690,0.2604,0.0003,0.0032,0.0244,4835.8291
520:620,0.6428,0,0.0497,0.0135,4817.6387
520,0.2747,0.0003,0.0018,0.0226,4815.4238
520:690,0.3528,0.0005,0.0034,0.0381,4799.1021
520:570:690,0.1493,0.0085,0.0034,0.0256,4780.2891
520:690,0.1578,0,0.0042,0.0266,4777.3701
520:690,0.4423,0,0.0021,0.0337,4771.2021
520:620,0.2638,0.0001,0.0404,0.0128,4750.272
520:690,0.5112,0.0016,0.0016,0.0367,4761.0703
520,0.2451,0.0004,0.002,0.0219,4755.7583
520:690,0.1787,0.0049,0.0032,0.0435,4727.9287
520:690,0.2224,0.0014,0.0036,0.0344,4730.5239
520:690,0.4023,0.0003,0.0037,0.0448,4714.0425
520:690,0.4162,0.0005,0.0038,0.026,4710.4346
520:690,0.4436,0.0004,0.0036,0.0322,4717.5327
520:690,0.5826,0.0019,0.0029,0.0322,4697.5771
520:570:690,0.1647,0.0071,0.0046,0.0621,4667.3984
520,0.3687,0,0.0149,0.0172,4703.522
520:690,0.5223,0.0023,0.0049,0.0528,4648.4951
520:690,0.4717,0.0013,0.0031,0.0242,4657.9751
520:690,0.4032,0.0019,0.0039,0.041,4642.9307
520:690,0.206,0.0004,0.0036,0.0376,4637.3794
520,0.1652,0.0005,0.0028,0.0197,4641.6792
520:690,0.1493,0.002,0.0045,0.0857,4618.3604
520:570:690,0.1917,0.0113,0.0042,0.0237,4609.8228
520:690,0.3238,0.0002,0.0037,0.0497,4619.7524
520:690,1.0188,0.0003,0.0023,0.0345,4601.2886
520:570:690,0.5285,0.0108,0.0029,0.0442,4584.3218
520:690,0.8584,0.0001,0.0025,0.0522,4594.2119
520:570:690,0.7254,0.0064,0.0033,0.0333,4563.7275
520:570,0.1683,0.0089,0.0036,0.0215,4552.9048
520:620:690,0.1632,0.0009,0.206,0.0236,4575.3774
520,0.1509,0.0001,0.0029,0.0167,4544.98
520:690,0.2526,0.0001,0.0044,0.0283,4561.5757
520:690,0.6264,0.0032,0.0026,0.0918,4553.1045
520,0.5406,0.0001,0.0018,0.0227,4522.4956
520:690,0.3203,0.0017,0.0048,0.0271,4523.2168
520:690,0.2469,0.0001,0.0034,0.0314,4534.2803
520:690,0.4533,0.0043,0.0024,0.0366,4509.9565
520:620,1.6356,0.0004,0.0687,0.0087,4481.353
520:570:690,0.381,0.0112,0.0075,0.0519,4488.4868
520:690,1.0219,0.0007,0.0053,0.0645,4498.8213
520:620:690,1.9786,0.0009,0.0674,0.0761,4489.4629
520:690,0.2911,0.0001,0.0043,0.0374,4472.7407
520:690,0.4582,0.0019,0.0035,0.0426,4479.8867
520:690,1.0717,0.0001,0.0022,0.0655,4468.1851
520:690,0.3542,0.0004,0.0034,0.0341,4460.5874
520:690,0.3706,0.0005,0.0036,0.0448,4458.7119
520:620:690,0.9697,0.0014,0.209,0.0305,4452.0435
520:690,0.4848,0.0035,0.0036,0.0606,4429.478
520:690,0.5398,0.006,0.002,0.0529,4419.501
520:690,0.324,0.0005,0.0036,0.0462,4406.6948
520:690,0.2894,0.0001,0.0023,0.0445,4400.6772
520:690,0.5543,0.0044,0.0026,0.0638,4407.0737
520:690,0.283,0.0014,0.0023,0.0379,4384.0645
520:690,0.5843,0.003,0.003,0.1005,4390.2114
520:690,0.4842,0.0022,0.0024,0.0688,4399.166
520:570:690,0.2522,0.0252,0.003,0.0296,4406.7866
520:570:690,0.9415,0.0247,0.0023,0.0968,4386.8579
520:690,0.7693,0.0033,0.0022,0.0991,4382.4404
520:690,0.2818,0.0006,0.0034,0.0697,4396.4116
520:690,1.0214,0.0034,0.0129,0.1177,4368.1108
520:690,0.953,0.0001,0.0031,0.0917,4361.2705
520:690,0.5752,0.0027,0.003,0.0866,4371.3057
520:690,0.6594,0.0027,0.0024,0.0811,4387.1255
520:690,0.9104,0.0004,0.0018,0.0736,4360.5835
520:690,0.4865,0.0004,0.0016,0.0307,4356.8599
520:690,0.7012,0.0003,0.0018,0.0332,4346.395
520:570,0.4151,0.0255,0.0032,0.0205,4348.4922
520,0.2838,0.0003,0.0047,0.0225,4335.2085
520:690,0.2471,0.0004,0.007,0.0295,4357.9116
520,0.3408,0.0002,0.0032,0.0206,4328.9863
520:690,0.256,0.0023,0.0023,0.0237,4326.7349
