Class,Opal_520,Opal_570,Opal_620,Opal_690,Distance
520:620,3.333,0.0002,0.2006,0.0032,641.417
520,0.155,0.0047,0.0123,0.0194,698.2814
520:690,1.8266,0.0141,0.0369,0.0421,533.4047
520:570:690,0.7346,0.1111,0.015,0.0951,558.573
520,0.1767,0.0095,0.0185,0.0227,662.9203
520:620,0.8624,0.0036,0.0529,0.0033,587.4659
520:570:690,0.4619,0.025,0.0148,0.051,550.4466
520:620:690,0.5781,0.0072,0.5043,0.034,666.608
520:570:690,0.8047,0.0774,0.0139,0.1231,617.263
520:570:690,0.9415,0.0275,0.0139,0.0731,620.9572
520:690,0.2647,0.0142,0.0082,0.0392,568.149
520:570:620,0.2848,0.0303,0.0567,0.008,507.5671
520:570:690,0.238,0.0702,0.0131,0.0437,598.7202
520:620:690,1.1085,0.0128,0.0992,0.0395,575.431
520:570:690,0.4194,0.0825,0.015,0.0751,571.244
520:570,0.2747,0.0245,0.0107,0.022,565.5151
520:620,2.8109,0.0018,0.2115,0.0011,663.4316
520,0.1449,0.0043,0.019,0.0133,547.2352
520:570:690,0.7318,0.0668,0.0188,0.057,628.3446
520:690,0.3745,0.0113,0.0091,0.0782,604.2775
520:570:690,0.6171,0.0669,0.0149,0.079,524.7289
520:570:690,0.3773,0.0771,0.0139,0.043,594.7112
520:570:690,0.4643,0.0566,0.0152,0.0881,598.2261
520:570:690,0.5293,0.0279,0.0096,0.0703,518.8426
520:620,0.2789,0.0024,0.0351,0.021,610.5096
520:620,2.4635,0.002,0.1799,0.0073,616.9799
520:620,0.3286,0.0066,0.3706,0.0223,477.8995
520:690,0.5559,0.0138,0.0106,0.0945,531.9565
520:570,0.1799,0.0266,0.0173,0.0201,535.2883
520:570:690,0.4554,0.0569,0.0169,0.062,525.5099
520:620,0.6927,0.0021,0.0366,0.0136,550.3069
520:570:690,0.6938,0.0287,0.011,0.0592,472.9077
520:570:690,0.9786,0.0507,0.0131,0.0953,507.2114
520:570:690,0.5227,0.1485,0.0134,0.0608,504.7195
520,0.144,0.0203,0.0118,0.0224,522.1467
520:570:690,0.4169,0.0457,0.0127,0.0343,477.807
520:620,1.3923,0.0064,0.0897,0.0064,613.3568
520,0.4127,0.0035,0.0224,0.0176,509.911
520:570:690,0.6283,0.0575,0.0135,0.0995,497.7046
520:570,0.2302,0.0375,0.0159,0.021,459.1569
520:570:690,0.6322,0.0477,0.0137,0.1119,497.3712
520:570:690,0.5644,0.0762,0.0187,0.0601,489.0668
520:570:690,0.6055,0.0778,0.0143,0.0682,450.6617
520:570:690,0.5657,0.1446,0.0219,0.1445,487.7244
520:570:690,1.0446,0.0978,0.0163,0.0886,482.2371
520:570:690,0.7355,0.1548,0.0218,0.0985,490.4495
520:570:690,1.1433,0.2525,0.0386,0.1103,480.5535
520:570:690,0.9884,0.0498,0.0123,0.0888,475.9164
520:570:690,0.8544,0.0886,0.0163,0.0646,475.1252
520:690,0.3323,0.0202,0.0112,0.0363,453.3391
520:570,0.3494,0.0625,0.023,0.0211,464.9906
520,0.2351,0.0139,0.012,0.0221,454.7401
520,0.2255,0.0056,0.022,0.0083,445.197
520:690,0.2791,0.0107,0.0156,0.0372,444.5359
520:690,0.4597,0.0174,0.0086,0.0344,447.3525
520:570,0.5315,0.0563,0.0136,0.0322,446.1215
520:570,0.6492,0.1548,0.0213,0.0286,418.1647
520:570:690,0.9326,0.0575,0.0116,0.0493,428.2977
520:570:690,0.8502,0.0817,0.0175,0.0711,426.0222
520:620,0.2824,0.0096,0.235,0.0154,448.2906
520:570:690,0.8556,0.0742,0.0142,0.1241,423.8295
520:570:690,0.7274,0.0311,0.0154,0.1173,495.0702
520:570,0.3999,0.0393,0.0155,0.0238,412.7112
520:570:690,0.3855,0.0738,0.0109,0.0662,493.8815
520:620,1.0258,0.0014,0.2607,0.0041,407.5313
520:690,0.3376,0.0106,0.0134,0.0415,484.5938
520,0.3777,0.0157,0.012,0.022,423.1935
520,0.1536,0.0058,0.0112,0.0153,437.6996
520:570:690,0.5533,0.0245,0.0214,0.0386,487.6773
520,0.1308,0.0016,0.0184,0.0021,404.4966
520:570:690,0.4947,0.0432,0.0133,0.051,409.2531
520:570,0.3151,0.0339,0.0122,0.0183,397.9202
520,0.151,0.0107,0.0076,0.0022,397.3549
520,0.2014,0.007,0.0102,0.0202,438.5759
520:570:690,0.5587,0.0617,0.014,0.0467,417.3861
520:570:690,0.6447,0.0273,0.0141,0.0418,424.5517
520,0.1413,0.008,0.008,0.016,413.5995
520,0.1558,0.0041,0.0233,0.0112,484.5494
520:570,0.1206,0.068,0.0182,0.0036,456.567
520,0.3332,0.0122,0.0098,0.0304,388.6141
520:620,1.3848,0.003,0.079,0.0011,445.7312
520:570:690,0.8719,0.1241,0.022,0.0578,421.1324
520:570:690,0.6116,0.0371,0.0154,0.0528,418.5685
520:620,0.5219,0.0025,0.0587,0.01,387.5061
520:620,3.6608,0.0006,0.2332,0.001,450.0296
520,0.1492,0.0036,0.0119,0.0296,363.296
520:620,0.3019,0.0137,0.0721,0.028,358.1334
520,0.1573,0.0073,0.0098,0.0202,394.4987
520:570:690,0.4133,0.0544,0.0136,0.0367,384.8491
520:570,0.3294,0.0285,0.0091,0.0184,382.3085
520:620:690,0.3301,0.019,0.1167,0.0492,348.5121
520:570:690,0.6548,0.0685,0.0151,0.0619,346.6083
520:620,0.5736,0.0088,0.2559,0.0161,346.2951
520,0.1772,0.0098,0.0109,0.019,349.9286
520,0.1606,0.0179,0.0236,0.0063,342.6859
520:570:690,0.5639,0.0655,0.0213,0.0682,339.3283
520:620,0.1641,0.0023,0.1303,0.0069,340.8666
520:570,0.158,0.0454,0.0124,0.009,334.309
520:570:690,0.4735,0.1148,0.02,0.0346,334.6002
520,0.3163,0.0081,0.0112,0.0088,331.2942
520:620,2.091,0.0006,0.1386,0.0012,352.6346
520:690,0.3626,0.0146,0.01,0.0416,328.0035
520:620,0.6131,0.0059,0.0548,0.0055,348.2799
520:570,0.3628,0.0663,0.0106,0.025,323.1476
520:570,0.2146,0.0366,0.0123,0.0229,328.331
520,0.3952,0.0168,0.0093,0.0141,323.5641
520,0.124,0.0005,0.0166,0.0022,349.2888
520:620,0.1463,0.0055,0.0465,0.0083,315.8925
520,0.367,0.0167,0.0095,0.0285,312.0833
520:570,0.1653,0.021,0.0114,0.0191,310.8222
520:570:690,0.5446,0.0763,0.0139,0.0427,297.8606
520:570,0.1575,0.024,0.0155,0.0119,296.961
520,0.3282,0.0082,0.0102,0.0239,291.2067
520:620,0.9144,0.0019,0.1064,0.007,302.4706
520:620:690,0.9003,0.0112,0.059,0.0356,315.9012
520,0.1287,0.0007,0.0095,0.0116,319.23
520,0.16,0.0051,0.0174,0.0048,288.076
520,0.1275,0.0074,0.0113,0.0123,275.0371
520:570:690,0.5013,0.0373,0.0128,0.0663,264.397
520:620:690,1.2361,0.0193,0.0815,0.0539,272.8911
520:570,0.3356,0.0885,0.0208,0.0198,270.0572
520:570,0.7403,0.0226,0.01,0.0303,264.3688
520:570:690,0.4895,0.0298,0.015,0.0609,269.5875
520:620:690,0.4178,0.0205,0.2618,0.0528,257.8586
520:570:690,0.663,0.13,0.0223,0.0557,255.3695
520:620:690,0.1326,0.0042,0.0708,0.0361,250.1678
520:570:690,1.0113,0.1299,0.0217,0.1475,258.6244
520:620,0.4988,0.0003,0.0243,0.002,295.3505
520:570:690,0.583,0.0372,0.01,0.038,255.7097
520:570,0.2623,0.0237,0.0139,0.0179,249.3902
520,0.3559,0.002,0.0293,0.0125,246.7633
520:620:690,0.3887,0.0053,0.4252,0.0342,271.5169
520:620:690,0.3028,0.0043,0.1554,0.0327,271.9683
520:570:690,0.7731,0.0604,0.0074,0.0657,249.2036
520,0.1823,0.0007,0.0166,0.0054,240.716
520:620:690,0.6915,0.0115,0.3112,0.0572,247.8695
520:570:690,0.7017,0.0241,0.0156,0.0581,242.2281
520:620,0.1617,0.0011,0.0375,0.0066,242.4744
520:620,1.8462,0.0037,0.0762,0.0095,226.6239
520:570:620,0.4027,0.0234,0.0381,0.0225,223.4457
520:570:690,0.6347,0.0238,0.0099,0.0374,220.487
520:570:690,0.5599,0.0792,0.017,0.0793,212.9521
520:570,0.4464,0.026,0.0098,0.0291,211.788
520:570,0.1444,0.028,0.0224,0.0061,210.0181
520:620,2.7966,0.0012,0.2156,0.0012,233.4802
520:570,0.6568,0.0238,0.0267,0.0054,224.8179
520,0.362,0.0056,0.0094,0.0268,223.9983
520:570,0.4826,0.0828,0.011,0.0183,217.6968
520:570:690,0.6371,0.0282,0.0117,0.0512,218.05
520:620,0.1547,0.0197,0.0813,0.0152,233.1908
520:620,2.5174,0.0013,0.1186,0.0106,181.4419
520,0.2925,0.0042,0.0125,0.0055,183.4201
520,0.2376,0.0095,0.0088,0.0086,205.5917
520,0.1645,0.0065,0.0104,0.0124,173.5912
520,1.2632,0.0015,0.0316,0.0017,173.5875
520:690,0.3823,0.0205,0.009,0.0367,184.0576
520,0.1743,0.0025,0.0235,0.0064,197.0812
520:570,0.6227,0.0241,0.0114,0.0302,180.3572
520:570:690,0.6313,0.0278,0.0127,0.0388,172.9762
520:570,0.4728,0.0566,0.0102,0.0321,170.0433
520:570:620:690,0.3407,0.0222,0.1442,0.0352,199.9685
520:570,0.2088,0.0291,0.0129,0.0113,172.4259
520:620,0.1743,0.0042,0.2555,0.0184,152.9657
520:570,0.4616,0.0337,0.0112,0.03,155.6394
520:620,2.0348,0.0033,0.1519,0.006,157.0856
520:570:690,0.4723,0.0283,0.0112,0.0576,194.7544
520:570,0.4802,0.0215,0.0117,0.0206,189.0225
520:690,0.1681,0.0132,0.0116,0.0377,185.9099
520:570:690,0.603,0.1388,0.0169,0.0458,174.7776
520:570:690,0.6861,0.1009,0.0166,0.0554,174.994
520:620,0.6829,0.0028,0.1056,0.0057,143.8903
520:690,0.5668,0.0114,0.0156,0.0353,151.4794
520:570:690,0.6819,0.0399,0.0181,0.0377,188.8335
520:570,0.1477,0.0476,0.0123,0.0073,160.8448
520:570,0.5151,0.1354,0.0179,0.0169,183.27
520:620,0.3841,0.0132,0.0321,0.0139,143.7637
520:570:690,0.6742,0.0585,0.0196,0.068,153.0443
520,0.1322,0.0059,0.0107,0.018,172.7545
520:570:620,1.5418,0.0298,0.1424,0.0223,151.219
520:570:690,0.8379,0.0984,0.0157,0.0869,143.6628
520:570:620,0.909,0.055,0.039,0.004,159.6139
520:570,0.9279,0.0322,0.0301,0.0074,162.7216
520,0.1974,0.0092,0.008,0.0265,133.8421
520,0.5712,0.0094,0.0314,0.0037,155.3337
520:570:690,0.7704,0.0682,0.023,0.0435,137.6694
520:570:690,0.2022,0.0244,0.012,0.0486,118.9446
520:690,0.6264,0.0139,0.0096,0.0497,132.7729
520:570,0.1492,0.0345,0.0115,0.0231,109.9739
520:570:690,0.3103,0.0696,0.0157,0.0394,126.449
520:570:690,0.3616,0.0316,0.011,0.0401,119.4751
520,0.2594,0.0111,0.01,0.0168,100.3477
520:570:690,0.3108,0.026,0.0101,0.0351,118.8588
520,0.33,0.0199,0.0122,0.0119,129.071
520:570,0.4668,0.1096,0.0167,0.0156,127.3333
520,0.2736,0.0005,0.0219,0.0028,103.1824
520,0.1623,0.0024,0.0107,0.0267,90.3593
520:570,0.2427,0.038,0.0089,0.0135,122.4596
520:620,0.8237,0.0023,0.1739,0.0038,86.1373
520:620,0.137,0.0065,0.0439,0.0249,120.6724
520:690,0.1813,0.0033,0.0268,0.0629,79.2181
520:690,0.5568,0.0088,0.0086,0.0449,128.2799
520,0.1559,0.0076,0.0118,0.0275,123.0991
520,0.2996,0.0038,0.0186,0.0097,83.9445
520,0.1565,0.0074,0.0122,0.0107,81.0282
520:570:690,0.713,0.0732,0.0167,0.0625,118.376
520:570:620:690,0.3724,0.0211,0.124,0.047,68.4334
520,0.1264,0.0067,0.0081,0.0212,110.9543
520:570:690,1.0062,0.0831,0.0268,0.0723,61.9458
520:570:690,0.8558,0.1208,0.0187,0.0667,73.6774
520:570,0.3124,0.0225,0.0131,0.0245,108.4701
520,0.2835,0.009,0.0069,0.0282,105.3875
520:570:690,0.7191,0.0747,0.0204,0.0697,55.5553
520:570:690,0.6723,0.0317,0.0127,0.069,71.5094
520:570:690,0.8683,0.0747,0.0156,0.0872,64.4809
520:620,0.3451,0.0104,0.0465,0.023,61.5563
520:570:690,0.9428,0.102,0.0158,0.078,65.0043
520:570,0.1441,0.0368,0.0114,0.0118,92.7678
520:570,0.5304,0.0266,0.0095,0.0283,105.6433
520:570:690,0.89,0.0277,0.0091,0.042,51.86
520:570:690,0.4584,0.1064,0.0149,0.0561,93.7666
520:570:690,0.6473,0.059,0.0102,0.0576,57.4717
520:570:620:690,0.4807,0.0413,0.0407,0.0502,79.038
520:570:690,0.555,0.1041,0.0201,0.0536,77.8527
520:570:690,0.7605,0.0831,0.0148,0.0563,94.0941
520:570:690,0.6171,0.1679,0.0195,0.0575,90.2509
520:570:690,0.4299,0.0774,0.0135,0.0687,88.3327
520,0.2843,0.014,0.0222,0.0209,67.1861
520:570:690,0.3695,0.0414,0.0126,0.0389,66.3776
520:570,0.2719,0.0562,0.0126,0.0239,81.2969
520:570:690,0.6415,0.0428,0.0141,0.0799,73.4349
520:620,1.2445,0.0011,0.153,0.0036,28.8354
520:570:690,0.2196,0.0372,0.0943,0.041,20.9953
520:570,0.4029,0.0364,0.0092,0.0288,57.4876
520:570,0.1542,0.022,0.0106,0.0176,48.7522
520:570,0.1757,0.0529,0.0127,0.015,50.5284
520,0.1969,0.0104,0.0114,0.018,49.5062
